"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"7096","palencia","Palencia","5.4","0.9689"
"7097","cura","cure","5.4","2.0996"
"7098","parada","stop","5.4","1.069"
"7099","comparar","compare","5.4","1.4983"
"7100","edit","edit","5.4","1.069"
"7101","códigos","codes","5.4","1.4569"
"7102","then","then","5.4","0.7559"
"7103","emule","emule","5.4","1.088"
"7104","tematicas","thematic","5.4","1.069"
"7105","evaluación","evaluation","5.4","1.9691"
"7106","partidas","items","5.4","1.6162"
"7107","esteban","esteban","5.4","1.088"
"7108","ortega","sandgrouse","5.4","0.8571"
"7109","pacientes","patients","5.4","1.6782"
"7110","sanchez","sanchez","5.4","1.1952"
"7111","marcos","frameworks","5.4","1.2617"
"7112","ende","thus","5.4","0.8806"
"7113","and","and","5.4","0.9897"
"7114","aca","here","5.4","0.9258"
"7115","predominio","predominance","5.4","1.3248"
"7116","quedé","I was","5.4","1.3248"
"7117","industrias","industries","5.4","1.5253"
"7118","von","von","5.4","0.9035"
"7119","ricky","ricky","5.4","1.7496"
"7120","after","after","5.4","1.5253"
"7121","tom","tom","5.4","0.9035"
"7122","querían","wanted","5.4","1.2454"
"7123","isidro","isidro","5.4","1.1952"
"7124","stewart","stewart","5.4","1.3093"
"7125","financiera","financial","5.4","1.4983"
"7126","bn","bn","5.4","1.4983"
"7127","jornadas","days","5.4","1.1249"
"7128","fig","fig","5.4","0.833"
"7129","cuando","when","5.4","1.178"
"7130","sinaloa","sinaloa","5.4","1.7496"
"7131","distritos","districts","5.4","1.1606"
"7132","acta","record","5.4","1.1066"
"7133","simplemente","simply","5.4","1.3401"
"7134","hierro","iron","5.4","1.1066"
"7135","img","img","5.4","1.2617"
"7136","posesión","possession","5.4","2.0203"
"7137","estadisticas","Statistics","5.4","1.3553"
"7138","sumo","sumo","5.4","0.8806"
"7139","cole","cole","5.4","1.1249"
"7140","cyrus","cyrus","5.4","1.178"
"7141","fox","fox","5.4","1.8844"
"7142","sr","sr","5.4","1.4569"
"7143","externo","external","5.4","1.088"
"7144","estes","'re","5.4","0.8806"
"7145","core","core","5.4","1.2778"
"7146","trece","thirteen","5.38","1.1045"
"7147","estaría","would","5.38","1.3076"
"7148","llegaban","came","5.38","1.2599"
"7149","guatemala","Guatemala","5.38","1.276"
"7150","véase","see","5.38","1.2103"
"7151","setiembre","September","5.38","1.713"
"7152","php","php","5.38","1.0079"
"7153","tuenti","Tuenti","5.38","0.8781"
"7154","todavia","still","5.38","1.1933"
"7155","page","page","5.38","1.1409"
"7156","ricardo","ricardo","5.38","1.5104"
"7157","responsabilidades","responsibilities","5.38","1.8394"
"7158","boom","boom","5.38","1.7366"
"7159","ayer","yesterday","5.38","1.1229"
"7160","esas","those","5.38","0.9452"
"7161","margen","margin","5.38","0.9666"
"7162","mmmm","hmm","5.38","1.5372"
"7163","cosa","thing","5.38","0.901"
"7164","han","have","5.38","1.276"
"7165","habido","been","5.38","0.9666"
"7166","hemos","we","5.38","1.1586"
"7167","manifiesta","manifests","5.38","1.3076"
"7168","about","acerca","5.38","0.8303"
"7169","seccion","section","5.38","0.8545"
"7170","contador","counter","5.38","1.5504"
"7171","minería","mining","5.38","1.3834"
"7172","retórica","rhetoric","5.38","1.3834"
"7173","vasco","Basque","5.38","0.8781"
"7174","colonias","colonies","5.38","1.1229"
"7175","mero","mere","5.38","1.3834"
"7176","still","still","5.38","1.2271"
"7177","den","den","5.38","1.028"
"7178","1d","1d","5.38","0.9666"
"7179","médica","medical","5.38","1.3076"
"7180","ati","ati","5.38","1.028"
"7181","torno","lathe","5.38","1.0079"
"7182","dans","dans","5.38","1.2436"
"7183","ohh","ohh","5.38","1.4831"
"7184","aquel","that","5.38","0.8053"
"7185","algún","some","5.38","0.9666"
"7186","estrecha","close","5.38","1.3536"
"7187","guzmán","guzman","5.38","1.2436"
"7188","che","che","5.38","1.276"
"7189","muito","muito","5.38","1.1933"
"7190","this","this","5.38","0.5303"
"7191","wena","wena","5.38","1.5765"
"7192","deber","duty","5.38","1.7944"
"7193","formatos","formats","5.38","1.3834"
"7194","cesar","cease","5.38","1.1586"
"7195","dallas","dallas","5.38","1.2599"
"7196","romo","dull","5.38","1.1045"
"7197","crazy","crazy","5.38","2.2029"
"7198","estuviste","you were","5.38","1.2599"
"7199","gomez","gomez","5.38","1.1045"
"7200","finde","weekend","5.38","1.4412"
"7201","claudio","claudio","5.38","1.1045"
"7202","solamente","only","5.38","1.1586"
"7203","kristen","kristen","5.38","1.3536"
"7204","nós","nós","5.38","1.2436"
"7205","recoger","collect","5.38","1.3231"
"7206","commons","commons","5.38","0.8545"
"7207","joe","joe","5.38","1.3231"
"7208","municipal","municipal","5.38","1.2436"
"7209","zona","area","5.38","1.0079"
"7210","cover","cover charge","5.38","1.4968"
"7211","burgos","Burgos","5.38","0.9875"
"7212","bartolomé","Bartholomew","5.38","0.9875"
"7213","señores","Messrs","5.38","1.1045"
"7214","puse","put","5.38","1.1409"
"7215","veia","saw","5.38","1.3076"
"7216","id","id","5.36","1.3962"
"7217","enrique","Harry","5.36","1.3962"
"7218","consideraba","considered","5.36","1.1911"
"7219","polino","polino","5.36","0.9424"
"7220","vió","saw","5.36","1.1739"
"7221","colocado","settled","5.36","0.9848"
"7222","mini","mini","5.36","1.1563"
"7223","where","where","5.36","0.8981"
"7224","índole","nature","5.36","0.8271"
"7225","periodo","period","5.36","1.1205"
"7226","começar","Começar","5.36","1.5221"
"7227","2o12","2o12","5.36","1.7351"
"7228","despacio","slowly","5.36","1.495"
"7229","dakar","dakar","5.36","1.5487"
"7230","posta","post","5.36","1.1911"
"7231","pessoa","pessoa","5.36","1.0645"
"7232","he","I","5.36","1.1021"
"7233","factor","factor","5.36","0.9424"
"7234","pois","pois","5.36","1.1386"
"7235","implica","implies","5.36","1.2081"
"7236","les","them","5.36","0.9424"
"7237","gay","gay","5.36","1.977"
"7238","refieren","refer","5.36","0.8514"
"7239","ordenanza","ordinance","5.36","1.6132"
"7240","alan","alan","5.36","0.7762"
"7241","finaliza","ends","5.36","1.8709"
"7242","tratamientos","treatments","5.36","1.5354"
"7243","contener","contain","5.36","1.2898"
"7244","side","side","5.36","1.0254"
"7245","pags","pp.","5.36","1.1021"
"7246","gaga","gaga","5.36","1.8043"
"7247","refiere","refers","5.36","0.9205"
"7248","matter","matter","5.36","1.4107"
"7249","ponte","please","5.36","0.9424"
"7250","segunda","second","5.36","1.1563"
"7251","certo","certo","5.36","1.2578"
"7252","yaaaa","yaaaa","5.36","1.3962"
"7253","abr","April","5.36","0.9848"
"7254","toro","bull","5.36","1.7815"
"7255","shot","shot","5.36","1.5618"
"7256","junta","board","5.36","1.1563"
"7257","citado","aforementioned","5.36","1.3516"
"7258","bno","bno","5.36","1.5221"
"7259","albacete","albacete","5.36","1.1739"
"7260","mola","mola","5.36","1.6383"
"7261","interno","internal","5.36","1.2415"
"7262","ei","ei","5.36","1.5618"
"7263","miley","miley","5.36","1.4107"
"7264","salieron","out","5.36","1.1563"
"7265","carlos","carlos","5.36","1.6132"
"7266","tarea","task","5.36","1.5487"
"7267","observado","observed","5.36","1.6995"
"7268","tapa","top","5.36","0.9848"
"7269","mediados","mid","5.34","0.9392"
"7270","y","and","5.34","0.7453"
"7271","deberías","should","5.34","1.4373"
"7272","sono","sono","5.34","1.0422"
"7273","pre","pre","5.34","0.8234"
"7274","norma","norm","5.34","1.6489"
"7275","informes","information","5.34","1.0224"
"7276","linkback","linkback","5.34","1.2224"
"7277","porque","because","5.34","0.8947"
"7278","tercio","third","5.34","1.0022"
"7279","navarro","Navarrese","5.34","1.0422"
"7280","carranza","Carranza","5.34","1.0806"
"7281","revisión","review","5.34","1.3188"
"7282","hara","will do","5.34","0.8234"
"7283","des","des","5.34","1.1178"
"7284","uma","uma","5.34","0.8234"
"7285","dada","given","5.34","1.1359"
"7286","indio","Indian","5.34","2.0164"
"7287","jiménez","jiménez","5.34","1.0616"
"7288","nicaragua","Nicaragua","5.34","1.4654"
"7289","marcelo","marcelo","5.34","1.0806"
"7290","salio","came","5.34","1.1713"
"7291","cuáles","what","5.34","1.0806"
"7292","tabla","table","5.34","0.9392"
"7293","noite","noite","5.34","0.9607"
"7294","tamaulipas","tamaulipas","5.34","1.5858"
"7295","sempre","semper","5.34","1.3342"
"7296","mercantil","merchant","5.34","1.1713"
"7297","ami","ami","5.34","1.394"
"7298","rodríguez","Rodriguez","5.34","0.9172"
"7299","segundo","second","5.34","1.0806"
"7300","tales","such","5.34","0.9817"
"7301","adjudicación","award","5.34","1.4373"
"7302","cálculo","calculation","5.34","1.4792"
"7303","it's","it's","5.34","1.0994"
"7304","fuego","fire","5.34","1.8802"
"7305","hayan","have","5.34","1.0616"
"7306","echo","Echo","5.34","1.3793"
"7307","santander","santander","5.34","1.4086"
"7308","press","press","5.34","0.8947"
"7309","previo","previous","5.34","0.7722"
"7310","while","while","5.34","0.7453"
"7311","dele","give","5.34","0.8947"
"7312","estructurales","structural","5.34","1.2554"
"7313","bancos","banks","5.34","1.6113"
"7314","monasterio","monastery","5.34","1.8251"
"7315","únicamente","only","5.34","1.5598"
"7316","combustible","fuel","5.34","1.6113"
"7317","david","david","5.34","1.0616"
"7318","tb","tb","5.34","0.8234"
"7319","dice","says","5.34","1.0022"
"7320","duró","lasted","5.34","1.1886"
"7321","este","this","5.34","1.1178"
"7322","presiento","I feel","5.34","1.4792"
"7323","creía","believed","5.34","1.2224"
"7324","común","common","5.34","1.0806"
"7325","acaso","perhaps","5.34","1.0806"
"7326","is","is","5.34","0.6581"
"7327","bruno","bruno","5.34","0.9172"
"7328","tercer","third","5.34","1.0994"
"7329","ejerce","exerts","5.34","1.2715"
"7330","decime","decime","5.34","1.239"
"7331","that","That","5.34","0.8478"
"7332","regresa","returns","5.34","1.5598"
"7333","stoy","stoy","5.34","1.2056"
"7334","att","att","5.34","1.0806"
"7335","externos","External","5.34","1.0022"
"7336","sería","would","5.34","1.1178"
"7337","navarra","Navarre","5.34","1.3494"
"7338","buscado","sought","5.34","1.5334"
"7339","deus","deus","5.34","1.6977"
"7340","prueba","test","5.34","1.6734"
"7341","sanitario","sanitary","5.34","1.423"
"7342","deceo","deceo","5.34","1.8363"
"7343","distintas","different","5.34","1.3793"
"7344","kevin","kevin","5.34","1.5729"
"7345","secreta","secret","5.34","1.3644"
"7346","#ff","# Ff","5.34","1.394"
"7347","url","url","5.34","0.8234"
"7348","mmm","mmm","5.32","1.5576"
"7349","até","tied","5.32","1.4907"
"7350","jones","jones","5.32","1.2027"
"7351","manifestar","manifest","5.32","1.5706"
"7352","seguis","seguis","5.32","1.0583"
"7353","cambies","change","5.32","1.2027"
"7354","conducta","conduct","5.32","1.3005"
"7355","cortes","cuts","5.32","1.5576"
"7356","eso","that","5.32","1.2027"
"7357","distinta","different","5.32","1.3161"
"7358","podido","have","5.32","1.3619"
"7359","oo","oo","5.32","1.0774"
"7360","cuál","what","5.32","1.1683"
"7361","negra","Black","5.32","1.7664"
"7362","¡dame","Gimme","5.32","1.4907"
"7363","ello","it","5.32","0.7939"
"7364","ministro","minister","5.32","1.2848"
"7365","documentación","documentation","5.32","1.5043"
"7366","vueltas","turns","5.32","1.1328"
"7367","his","his","5.32","0.9134"
"7368","tan","so","5.32","0.957"
"7369","until","until","5.32","1.1147"
"7370","donde","where","5.32","0.8908"
"7371","parlamento","parliament","5.32","1.449"
"7372","quién","who","5.32","0.9355"
"7373","cuidado","care","5.32","1.8892"
"7374","podia","could","5.32","1.2362"
"7375","bona","bona","5.32","1.1507"
"7376","regístrese","register","5.32","1.2196"
"7377","ante","before","5.32","0.9134"
"7378","muñoz","muñoz","5.32","1.3619"
"7379","log","log","5.32","1.1683"
"7380","fórmulas","formulas","5.32","1.3316"
"7381","¿cuál","What","5.32","1.1147"
"7382","iso","iso","5.32","1.2027"
"7383","conforme","according","5.32","1.6218"
"7384","quedó","was","5.32","1.2526"
"7385","señala","notes","5.32","1.0388"
"7386","hernández","hernández","5.32","1.4348"
"7387","paja","straw","5.32","1.4061"
"7388","mateo","Matthew","5.32","1.1856"
"7389","veni","Veni","5.32","1.3316"
"7390","hacía","was","5.32","1.2196"
"7391","en","in","5.32","0.8192"
"7392","eve","eve","5.32","0.8437"
"7393","counter","counter","5.32","0.8676"
"7394","would","would","5.32","1.5444"
"7395","rector","rector","5.32","1.2526"
"7396","ocurrió","occurred","5.32","1.5836"
"7397","traslado","transfer","5.32","1.3619"
"7398","cajas","boxes","5.32","0.9355"
"7399","silencio","silence","5.32","1.8783"
"7400","diferencia","difference","5.32","1.3619"
"7401","there's","there's","5.32","0.9988"
"7402","into","into","5.32","0.8908"
"7403","so","SW","5.32","0.9355"
"7404","para","to","5.32","1.1328"
"7405","cambiado","turned","5.32","1.4769"
"7406","cris","cris","5.32","1.0774"
"7407","huesos","bones","5.32","1.5312"
"7408","méndez","méndez","5.32","0.9988"
"7409","res","beef","5.32","1.1328"
"7410","tiende","tends","5.32","0.9781"
"7411","punto","point","5.32","0.9134"
"7412","for","for","5.32","1.6092"
"7413","misa","mass","5.32","2.1518"
"7414","ramon","ramon","5.32","0.9988"
"7415","sal","salt","5.32","1.2526"
"7416","esos","those","5.32","0.7677"
"7417","deberíamos","should","5.32","1.449"
"7418","habiéndose","having","5.32","0.7677"
"7419","cueva","cave","5.32","1.4907"
"7420","apunto","pointed","5.32","1.1147"
"7421","¡te","You","5.32","1.1683"
"7422","otros","others","5.32","1.3005"
"7423","la","the","5.3","0.5803"
"7424","leve","slight","5.3","1.1473"
"7425","num","num","5.3","0.6776"
"7426","privada","Private","5.3","1.6568"
"7427","suele","usually","5.3","1.0546"
"7428","mitre","miter","5.3","0.9742"
"7429","pusiste","put","5.3","0.6776"
"7430","testamento","will","5.3","2.1405"
"7431","estatuto","statute","5.3","1.2164"
"7432","pequeño","small","5.3","1.6194"
"7433","pasaba","passed","5.3","1.1824"
"7434","aquéllos","those","5.3","1.1824"
"7435","lara","lara","5.3","1.0351"
"7436","pag","pag","5.3","0.789"
"7437","ksa","ksa","5.3","1.5551"
"7438","murcia","Murcia","5.3","1.1473"
"7439","magestad","Majesty","5.3","2.4265"
"7440","tngo","tngo","5.3","1.0152"
"7441","ramírez","ramírez","5.3","1.0546"
"7442","put","put","5.3","1.4178"
"7443","mito","myth","5.3","1.4604"
"7444","when","When","5.3","0.8391"
"7445","previa","previous","5.3","1.2495"
"7446","eee","eee","5.3","1.4604"
"7447","epa","epa","5.3","1.2817"
"7448","estuvieron","were","5.3","1.1995"
"7449","tambn","tambn","5.3","1.3132"
"7450","soraya","soraya","5.3","0.8631"
"7451","mii","mii","5.3","1.4033"
"7452","monto","amount","5.3","1.1824"
"7453","criollos","Creoles","5.3","1.4604"
"7454","jul","July","5.3","1.1995"
"7455","arrancar","tear","5.3","1.7173"
"7456","stas","stas","5.3","1.2657"
"7457","corporación","corporation","5.3","1.7871"
"7458","hrs","hrs","5.3","0.8864"
"7459","bancaria","bank","5.3","1.7985"
"7460","toneladas","tons","5.3","1.1473"
"7461","lugo","lugo","5.3","1.2657"
"7462","hugo","hugo","5.3","0.9949"
"7463","encerio","encerio","5.3","1.5286"
"7464","echa","check","5.3","0.953"
"7465","since","since","5.3","0.9949"
"7466","ms","ms","5.3","0.6776"
"7467","constitucionales","constitutional","5.3","1.5286"
"7468","municipios","municipalities","5.3","1.3286"
"7469","declaraciones","statements","5.3","1.5419"
"7470","aguante","endurance","5.3","1.4033"
"7471","vocês","vocês","5.28","1.0506"
"7472","estaa","estaa","5.28","1.1613"
"7473","regla","rule","5.28","1.6787"
"7474","federico","federico","5.28","1.3856"
"7475","volto","volto","5.28","1.2623"
"7476","puso","put","5.28","0.834"
"7477","se","is","5.28","0.7296"
"7478","cheguei","cheguei","5.28","0.701"
"7479","situaciones","situations","5.28","1.4148"
"7480","modificar","change","5.28","1.1787"
"7481","bloque","block","5.28","1.2129"
"7482","xxi","xxi","5.28","1.5784"
"7483","pa","pa","5.28","1.6418"
"7484","im","im","5.28","1.1436"
"7485","católico","Catholic","5.28","2.0408"
"7486","hernando","hernando","5.28","1.1073"
"7487","previamente","previously","5.28","0.9485"
"7488","vii","vii","5.28","0.834"
"7489","iglesia","church","5.28","1.9487"
"7490","expediente","record","5.28","1.1256"
"7491","financiero","financial","5.28","1.6418"
"7492","basa","base","5.28","1.1073"
"7493","eh","eh","5.28","0.9697"
"7494","oie","oie","5.28","1.4148"
"7495","jun","June","5.28","1.0887"
"7496","mode","mode","5.28","1.2623"
"7497","mendoza","mendoza","5.28","1.1787"
"7498","tomó","took","5.28","1.2623"
"7499","tt's","tt's","5.28","1.1073"
"7500","eeh","eeh","5.28","1.2784"
"7501","cristóbal","christopher","5.28","0.8816"
"7502","by","by","5.28","0.8581"
"7503","aaa","aaa","5.28","1.3708"
"7504","beijos","beijos","5.28","1.5784"
"7505","grano","grain","5.28","1.4003"
"7506","gral","gral","5.28","0.8091"
"7507","ó","or","5.28","1.0506"
"7508","ficheros","files","5.28","1.011"
"7509","punk","punk","5.28","1.8521"
"7510","aveces","sometimes","5.28","1.2943"
"7511","lg","lg","5.28","1.0506"
"7512","tercera","third","5.28","1.011"
"7513","aquélla","it","5.28","0.9044"
"7514","esten","Esten","5.28","0.834"
"7515","demasiada","Too","5.28","1.7384"
"7516","#1milliontoniall","# 1milliontoniall","5.28","1.6665"
"7517","creyó","believed","5.28","1.2461"
"7518","cárdenas","cárdenas","5.28","1.5524"
"7519","díaz","diaz","5.28","1.3407"
"7520","cittys","OLX is","5.28","1.4714"
"7521","hasta","to","5.28","0.757"
"7522","pene","penis","5.28","2.3127"
"7523","vigo","vigo","5.28","1.0698"
"7524","estuve","I was","5.28","1.2296"
"7525","ac","ac","5.28","1.2129"
"7526","placas","plates","5.28","1.011"
"7527","dd","dd","5.28","1.1256"
"7528","municipio","municipality","5.28","1.4003"
"7529","cónsul","consul","5.28","1.1787"
"7530","parce","parce","5.26","1.0654"
"7531","vial","road","5.26","0.8762"
"7532","farmacia","pharmacy","5.26","1.7239"
"7533","2do","The 2nd","5.26","1.1214"
"7534","reporta","reports","5.26","1.1747"
"7535","ra","ra","5.26","1.0264"
"7536","dra","dra","5.26","1.2257"
"7537","justificar","justify","5.26","1.3219"
"7538","agus","agus","5.26","1.1572"
"7539","reservados","Reserved","5.26","1.482"
"7540","un","a","5.26","0.5646"
"7541","joaquín","joaquín","5.26","1.0654"
"7542","kim","kim","5.26","1.3524"
"7543","piedras","stones","5.26","1.209"
"7544","suelen","usually","5.26","1.2586"
"7545","agrario","agrarian","5.26","1.4259"
"7546","chiquito","tiny","5.26","1.7706"
"7547","fueran","were","5.26","1.192"
"7548","diligencias","proceedings","5.26","1.6264"
"7549","ocupó","occupied","5.26","1.3969"
"7550","¿quien","Who?","5.26","1.0063"
"7551","a","to","5.26","0.8762"
"7552","labores","work","5.26","1.8605"
"7553","quedo","stay","5.26","1.1395"
"7554","uffff","uffff","5.26","1.7357"
"7555","suelos","soils","5.26","1.1395"
"7556","parcial","partial","5.26","1.4542"
"7557","religión","religion","5.26","2.0285"
"7558","dijeron","said","5.26","0.9649"
"7559","queda","is","5.26","1.3372"
"7560","gustavo","gustavo","5.26","1.0844"
"7561","must","must","5.26","1.0654"
"7562","camiones","trucks","5.26","1.5228"
"7563","requisitos","requirements","5.26","1.3524"
"7564","tercero","third","5.26","0.9858"
"7565","cada","each","5.26","0.7508"
"7566","bem","bem","5.26","1.0654"
"7567","xvi","xvi","5.26","0.8762"
"7568","xi","xi","5.26","0.6328"
"7569","vaa","vaa","5.26","1.5361"
"7570","foda","foda","5.26","1.4115"
"7571","dirigente","leader","5.26","1.5493"
"7572","anteriormente","above","5.26","1.1747"
"7573","trata","is","5.26","1.482"
"7574","esperaba","expected","5.26","1.482"
"7575","estados","states","5.26","1.2586"
"7576","vera","edge","5.26","1.1214"
"7577","mais","mais","5.26","1.209"
"7578","other","other","5.26","1.2423"
"7579","ocurre","occurs","5.26","0.9858"
"7580","internas","internal","5.26","1.2423"
"7581","required","required","5.26","1.4682"
"7582","posterior","later","5.26","1.2586"
"7583","administrativos","administrative","5.26","1.6637"
"7584","censo","census","5.26","1.209"
"7585","testigos","witnesses","5.26","1.192"
"7586","tablon","plank","5.26","0.9435"
"7587","serial","serial","5.26","1.6011"
"7588","nosso","nosso","5.26","1.1395"
"7589","obstante","however","5.26","1.3063"
"7590","olor","odor","5.26","1.5754"
"7591","religioso","religious","5.26","2.0485"
"7592","prox","prox","5.26","0.6943"
"7593","ehhh","ehhh","5.26","1.5884"
"7594","algun","some","5.26","1.3969"
"7595","amp","amp","5.26","1.1572"
"7596","ponga","put","5.26","0.8526"
"7597","coisa","coisa","5.26","0.9435"
"7598","#rt","# Rt","5.26","1.2586"
"7599","partiendo","starting","5.26","1.3372"
"7600","skip","skip","5.26","1.2906"
"7601","qual","qual","5.26","1.2586"
"7602","asamblea","assembly","5.24","1.4078"
"7603","salido","left","5.24","0.9381"
"7604","d","d","5.24","0.8704"
"7605","pal","pal","5.24","1.2382"
"7606","con-","with-","5.24","1.2382"
"7607","iii","iii","5.24","1.0412"
"7608","ajuste","adjustment","5.24","1.1877"
"7609","paredes","walls","5.24","1.2382"
"7610","migo","migo","5.24","0.9596"
"7611","fazer","fazer","5.24","1.5194"
"7612","mismas","same","5.24","1.2545"
"7613","situación","situation","5.24","1.0984"
"7614","éstos","they","5.24","0.9596"
"7615","loa","loa","5.24","1.1704"
"7616","inc","inc","5.24","0.9161"
"7617","dc","dc","5.24","1.3024"
"7618","lorenzo","lawrence","5.24","1.0984"
"7619","asuntos","issues","5.24","1.1168"
"7620","perdón","forgiveness","5.24","1.9646"
"7621","cuales","which","5.24","0.8704"
"7622","eugenio","eugenio","5.24","1.2867"
"7623","período","period","5.24","1.5592"
"7624","posteriores","later","5.24","0.9806"
"7625","orillas","banks","5.24","1.2048"
"7626","amparo","protection","5.24","1.7562"
"7627","utilizados","used","5.24","1.1528"
"7628","or","or","5.24","1.0214"
"7629","directioner","directioner","5.24","1.3024"
"7630","gas","gas","5.24","1.3486"
"7631","republicana","Republican","5.24","1.4786"
"7632","nn","nn","5.24","1.0606"
"7633","herrera","herrera","5.24","1.2382"
"7634","trujillo","trujillo","5.24","0.9381"
"7635","inciso","subsection","5.24","1.1528"
"7636","peso","weight","5.24","1.4647"
"7637","núm","No.","5.24","1.3933"
"7638","soi","soi","5.24","1.2216"
"7639","aaaa","yyyy","5.24","1.6483"
"7640","nomás","nomas","5.24","1.318"
"7641","case","case","5.24","1.318"
"7642","debates","proceedings","5.24","1.5194"
"7643","maybe","maybe","5.24","1.3486"
"7644","dtb","dtb","5.24","1.2867"
"7645","después","after","5.24","1.4923"
"7646","cabeça","cabeça","5.24","1.4078"
"7647","tinha","tinha","5.24","0.8221"
"7648","conocía","knew","5.24","1.2048"
"7649","asimismo","also","5.24","1.0984"
"7650","els","els","5.24","0.9806"
"7651","partidarios","supporters","5.24","1.6728"
"7652","xvii","xvii","5.22","1.148"
"7653","cuarenta","forty","5.22","1.3445"
"7654","final","final","5.22","2.0632"
"7655","habría","would","5.22","1.3138"
"7656","regular","regular","5.22","1.0746"
"7657","citados","cited","5.22","1.5022"
"7658","cuarta","quarter","5.22","1.1657"
"7659","saudade","saudade","5.22","1.4327"
"7660","e-planningnet","e-planningnet","5.22","1.0934"
"7661","sidebar","sidebar","5.22","1.3138"
"7662","ficha","file","5.22","1.0554"
"7663","decia","was saying","5.22","0.91"
"7664","confederación","confederation","5.22","1.3893"
"7665","iwal","iwal","5.22","1.0746"
"7666","et","et","5.22","1.0746"
"7667","gosto","gosto","5.22","1.1301"
"7668","xx","xx","5.22","1.2824"
"7669","e_e","e_e","5.22","1.3138"
"7670","caso","case","5.22","1.016"
"7671","le","you","5.22","0.8401"
"7672","kg","kg","5.22","0.8873"
"7673","seis","six","5.22","0.79"
"7674","meu","meu","5.22","1.0934"
"7675","pata","leg","5.22","1.3138"
"7676","#fuerzajapon","# Fuerzajapon","5.22","1.4748"
"7677","parecían","seemed","5.22","0.9957"
"7678","s2","s2","5.22","1.016"
"7679","influencias","influences","5.22","1.6817"
"7680","vizcaya","Biscay","5.22","1.6325"
"7681","jb","jb","5.22","1.183"
"7682","lópez","lopez","5.22","1.1119"
"7683","mientras","while","5.22","0.9322"
"7684","ed","ed","5.22","0.8154"
"7685","otra","other","5.22","1.148"
"7686","felipe","felipe","5.22","1.3746"
"7687","minha","minha","5.22","1.1657"
"7688","eur","eur","5.22","1.2824"
"7689","ll","ll","5.22","1.1301"
"7690","chau","bye","5.22","1.6073"
"7691","excepción","exception","5.22","1.6325"
"7692","indo","Indo","5.22","1.0359"
"7693","min","min","5.22","0.8154"
"7694","tee","tee","5.22","1.5292"
"7695","suárez","suárez","5.22","0.9957"
"7696","colón","Columbus","5.22","1.2337"
"7697","¿alguien","Anyone","5.22","1.2824"
"7698","pasó","passed","5.22","1.2002"
"7699","eeuu","usa","5.22","1.4469"
"7700","señalar","mark","5.22","1.3138"
"7701","locas","crazy","5.22","1.7646"
"7702","típico","typical","5.22","1.183"
"7703","mandame","mandame","5.22","1.5425"
"7704","llevaba","had","5.22","1.2982"
"7705","demi","demi","5.22","1.0934"
"7706","votos","votes","5.22","1.7177"
"7707","vc","vc","5.22","1.183"
"7708","#ponelefutbolistaalabanda","# Ponelefutbolistaalabanda","5.22","1.8548"
"7709","recurrir","appeal","5.22","1.1301"
"7710","pd","pd","5.22","0.975"
"7711","debido","due","5.22","1.2501"
"7712","coruña","Coruña","5.22","1.2337"
"7713","qué","what","5.2","0.9258"
"7714","pile","pile","5.2","0.9035"
"7715","lentamente","slow","5.2","1.7143"
"7716","os","you","5.2","0.6999"
"7717","lo","it","5.2","0.6999"
"7718","estoi","estoi","5.2","1.2778"
"7719","metido","placed","5.2","1.088"
"7720","as","ace","5.2","0.9476"
"7721","if","if","5.2","0.9476"
"7722","¿me","Do you","5.2","1.2778"
"7723","report","report","5.2","1.2617"
"7724","aguirre","aguirre","5.2","1.088"
"7725","internos","internal","5.2","1.3851"
"7726","jerónimo","Jerome","5.2","1.0302"
"7727","cómo","how","5.2","1.0498"
"7728","soto","thicket","5.2","0.8081"
"7729","xiii","xiii","5.2","0.9897"
"7730","gil","gil","5.2","1.3702"
"7731","pana","corduroy","5.2","1.3702"
"7732","llano","flat","5.2","1.4846"
"7733","tigo","tigo","5.2","1.069"
"7734","gallina","hen","5.2","1.6537"
"7735","fábricas","factories","5.2","1.4708"
"7736","placa","plate","5.2","1.1606"
"7737","discursos","speeches","5.2","1.4569"
"7738","the","the","5.2","0.4518"
"7739","perón","perón","5.2","1.4569"
"7740","pessoas","pessoas","5.2","1.5386"
"7741","segue","segue","5.2","1.2617"
"7742","repente","Suddenly","5.2","1.088"
"7743","su","its","5.2","0.7559"
"7744","jan","jan","5.2","0.9035"
"7745","#apuestas2012","# Apuestas2012","5.2","1.6782"
"7746","cm","cm","5.2","1.1066"
"7747","jaden","jaden","5.2","1.3702"
"7748","acabó","ended","5.2","1.9588"
"7749","pernil","ham","5.2","0.8081"
"7750","modificaciones","modifications","5.2","1.5649"
"7751","m2","m2","5.2","1.2289"
"7752","horaria","Time","5.2","1.3702"
"7753","quinto","fifth","5.2","1.1249"
"7754","panas","friends","5.2","1.2454"
"7755","pitbull","pitbull","5.2","2.3561"
"7756","huesca","Huesca","5.2","1.0498"
"7757","com","com","5.2","0.7825"
"7758","posteriormente","later","5.2","1.3093"
"7759","comisario","commissar","5.2","1.2936"
"7760","ª","ª","5.2","0.9689"
"7761","¿donde","Where do","5.2","1.2122"
"7762","sectores","sectors","5.2","0.9689"
"7763","emperador","emperor","5.2","1.9483"
"7764","extremadura","Estremadura","5.2","1.6288"
